puzzle_id,fen,key_moves,mate_in,rating,solution
oKhm3,r1b2knr/pp3ppp/8/1q6/3Pp2Q/1P6/P2B1PPP/R5KR w - - 0 18,h4d8,4,1199,h4d8 b5e8 d2b4 g8e7 b4e7 f8g8 d8e8
SHKPU,3q3Q/pk1r1p2/2p3p1/2b1B2n/6QP/2N2P2/PPP1N3/2K5 b - - 0 26,c5e3,4,1221,c5e3 c1b1 d7d1 c3d1 d8d1 e2c1 d1c1
jGtbN,5rk1/3Qb3/p5Pp/8/3PB3/4q1P1/6K1/8 w - - 0 36,d7e6,4,2134,d7e6 g8h8 g6g7 h8g7 e6g6 g7h8 g6h7
TYswh,3r1r2/2p2p1R/1p1p3R/p2bp3/P5k1/5N2/1P1K1P2/8 w - - 0 29,h7g7,4,2497,h7g7 g4f5 f3h4 f5f4 h6f6 f4e4 g7g4
FV2d0,5rk1/p1p2ppp/1p6/2PR4/1q6/1P3Q2/P5PP/4rR1K w - - 1 27,f3f7,4,1004,f3f7 f8f7 d5d8 e1e8 d8e8 f7f8 f1f8
nSLwj,4Qbk1/1b3ppp/pP1Np1q1/3n4/1Pr5/2P5/3B1PPP/R3R1K1 b - - 2 27,g6g2,4,2359,g6g2 g1g2 d5e3 g2h3 b7g2 h3g3 c4g4
OBfnB,r3r1k1/1pp2p2/pbb1p2Q/4PB1p/PP4P1/2P3q1/5PP1/4R1K1 w - - 4 32,f5h7,4,1910,f5h7 g8h8 h7g6 h8g8 h6h7 g8f8 h7f7
FeoIE,2k5/pp1B2p1/3b2p1/2pK4/2P2rP1/3p1r1P/PP3PQ1/3RR3 b - - 0 28,c8d7,4,2044,c8d7 e1e4 f4f5 g4f5 f3f5 e4e5 f5e5
gEWBa,5k2/5P2/5K1p/8/1p6/4P3/8/8 w - - 0 57,e3e4,4,1300,e3e4 b4b3 e4e5 b3b2 e5e6 h6h5 e6e7
zW4G9,5rk1/5p2/4p1p1/1p2P2p/7P/1P3RQ1/5RPK/r3q3 w - - 6 34,g3g6,4,1550,g3g6 f7g6 f3f8 g8h7 f2f7 h7h6 f8h8
lRZgh,7R/5N1p/p5p1/1p3p2/4q1k1/6P1/1b3B1P/5K2 w - - 20 40,h2h3,4,2222,h2h3 g4h3 h8h7 h3g4 h7h4 g4f3 f7g5
kNJWm,4r1k1/5p1p/4r3/p1Q4q/4bPp1/6P1/PP1R1B1P/4R1K1 b - - 1 27,h5h2,4,1752,h5h2 g1h2 e6h6 c5h5 h6h5 h2g1 h5h1
K5p2u,r1b3k1/pp2qpb1/4pn2/3rB1Q1/4R3/2P5/P4PP1/4KB1R w K - 1 21,g5g7,4,2360,g5g7 g8g7 e4g4 g7f8 h1h8 f6g8 g4g8
EYkKa,6rk/7p/p3pp1B/p2r4/4n3/P7/4KP1P/2R3R1 w - - 2 31,h6g7,4,1964,h6g7 g8g7 c1c8 d5d8 c8d8 g7g8 g1g8
GigER,8/3R2pp/5k2/8/8/N7/rPR2PPP/6K1 b - - 0 29,a2a1,4,400,a2a1 a3b1 a1b1 c2c1 b1c1 d7d1 c1d1
1Y4TE,2R5/r4ppk/3bp3/p2q2P1/1p1p4/1P1Pn2P/4PQ2/5RK1 w - - 7 32,f2h4,4,2202,f2h4 h7g6 f1f6 g7f6 h4h6 g6f5 h6f6
3uYgT,5rk1/p2R1ppp/8/2r1qQ2/8/7P/6P1/5R1K w - - 0 30,f5f7,4,1237,f5f7 f8f7 d7d8 e5e8 d8e8 f7f8 f1f8
Aza8t,5r1k/p5b1/1p3q1p/4N2R/4Q3/2r5/5PPP/5RK1 b - - 1 28,f6f2,4,1151,f6f2 f1f2 c3c1 e4e1 c1e1 f2f1 e1f1
moVHp,2k4r/pppq2p1/2nb1p2/1P1p4/3P4/2PB2P1/P2N1P1N/R2QRb1K b - - 2 20,h8h2,4,2149,h8h2 h1g1 h2h1 g1h1 d7h3 h1g1 h3g2
8JBa7,rnb1k3/pp3pp1/2pbp3/8/2PP3q/5Q2/PP2P1BP/R1B2RK1 b q - 0 13,d6h2,4,1797,d6h2 g1h1 h2g3 g2h3 h4h3 h1g1 h3h2
XvM9l,1r3rk1/4p1n1/2p3B1/4P3/3p1P2/qbN5/P2Q4/1K1R3R w - - 0 26,h1h8,4,1717,h1h8 g8h8 d2h2 g7h5 h2h5 h8g7 h5h7
wuDgr,3r4/8/1p3p1R/5R2/1B4P1/P2n2kP/8/7K b - - 0 40,d3f2,4,1765,d3f2 f5f2 d8d1 b4e1 d1e1 f2f1 e1f1
7yqHJ,5rk1/pp1R1ppp/8/5Q2/5R2/2r5/P1P1q1PP/7K w - - 5 23,f5f7,4,1454,f5f7 f8f7 d7d8 e2e8 d8e8 f7f8 f4f8
HY7tg,3qkb1r/1Qp3pp/p4p2/1p2p3/8/2P5/PP3RPP/RNB3K1 b k - 0 15,d8d1,4,1084,d8d1 f2f1 f8c5 c1e3 c5e3 g1h1 d1f1
olzLJ,N7/p7/3p4/1pp1n3/5Q2/7P/2qBKPk1/3R3R b - - 1 34,c2d3,4,2221,c2d3 e2e1 e5f3 f4f3 g2f3 h3h4 d3e2
wDZlf,r1b1k3/5p1p/p2p4/1p1Pb1r1/3NPp1q/2P5/PP2B1PP/R4QRK b q - 0 22,h4h2,4,2054,h4h2 h1h2 f4f3 g2g3 g5h5 f1h3 h5h3
Q1yVD,6k1/pp6/6q1/3P2rp/2P1Q3/5pP1/PP3P2/4R1K1 b - - 0 36,g5g3,4,1780,g5g3 g1h2 g3g2 h2h3 g2h2 h3h2 g6g2
dGGaz,2r1r3/p4Qpk/3R2Np/8/4q3/8/PPP3PP/1KR5 b - - 6 29,e4c2,4,1290,e4c2 c1c2 e8e1 d6d1 e1d1 c2c1 d1c1
v6Lhu,r3r1k1/ppb1qpp1/2p5/2Pp2NR/PP1n4/8/5PP1/1NBQ1K2 w - - 0 20,h5h8,4,1330,h5h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8
YRt9A,6k1/R4ppp/8/p2bR1PK/1r6/r4N1P/4BP2/8 b - - 0 29,d5f3,4,2056,d5f3 e2f3 g7g6 h5h6 b4h4 f3h5 h4h5
f2nue,6k1/pp4pp/1b1B2q1/8/6Q1/7P/P6K/8 w - - 1 30,g4c4,4,2104,g4c4 g6f7 c4c8 b6d8 c8d8 f7e8 d8e8
dcSAH,2b2rk1/5pp1/pq3b1p/np1pN3/3P1P2/2NB2P1/PPQ3P1/4R1K1 w - - 1 23,d3h7,4,2004,d3h7 g8h8 e5f7 f8f7 e1e8 f7f8 e8f8
KbXdr,6k1/1b3p1p/4pBN1/3P2Q1/8/8/1q3PPP/r4RK1 b - - 0 24,a1f1,4,1754,a1f1 g1f1 b7a6 f1g1 b2b1 g5c1 b1c1
yDdsE,2r5/5Qrk/p1n3pq/1p1N4/2p5/1B6/PPP3PP/4R2K w - - 8 31,d5f6,4,1179,d5f6 h7h8 e1e8 c8e8 f7e8 g7g8 e8g8
x9eil,8/p4p2/2p1bB1Q/3r4/6P1/5k2/PPP2P1P/3qRK2 b - - 2 28,d1e2,4,2016,d1e2 e1e2 d5d1 e2e1 e6c4 f1g1 d1e1
KxrgW,3q1rk1/6pp/p7/2pN4/2Bnp3/1P3PQ1/P4K1P/8 w - - 0 27,d5e7,4,1719,d5e7 g8h8 e7g6 h7g6 g3h3 d8h4 h3h4
rdfdw,r1bk3r/ppp2Bp1/3p4/4p2p/4P1P1/2NP2q1/PPP2QP1/R1B2R1K b - - 0 16,h5g4,4,1319,h5g4 c1h6 h8h6 f7h5 h6h5 h1g1 g3h2
7ouNq,8/2k2pp1/Q1p1p1q1/1p2Pb1p/7P/PBN2P2/1PP1K1P1/5n2 b - - 2 30,g6g2,4,1733,g6g2 e2e1 g2d2 e1f1 f5h3 f1g1 d2g2
bYm3d,2kr4/pp3ppp/2p1P3/4p3/4P3/5QR1/PPP1Bq1P/2K5 b - - 1 21,f2e1,4,1599,f2e1 e2d1 e1d2 c1b1 d2d1 f3d1 d8d1
nvYo6,4rr1k/6pp/p1R5/8/2B5/8/PP2QqPP/5R1K b - - 0 26,e8e2,4,2050,e8e2 f1f2 e2e1 c4f1 e1f1 f2f1 f8f1
mQhnc,5rk1/pp3p1p/1n1RPQp1/8/8/4r2P/P4PPK/2q5 w - - 0 29,e6f7,4,1364,e6f7 f8f7 d6d8 e3e8 d8e8 f7f8 f6f8
cFNPk,b5rk/p5pp/4N3/8/8/P1Q1Pp2/5q1P/5BRK b - - 3 30,f2f1,4,1576,f2f1 g1f1 f3f2 e3e4 a8e4 c3f3 e4f3
CEMoh,r3rk2/3R2pp/4Qp2/8/Pp3P2/8/1P2KP1q/1R6 w - - 3 31,d7f7,4,1787,d7f7 f8g8 f7e7 g8h8 e7e8 a8e8 e6e8
DjxhY,5rk1/pR3ppp/2p5/7Q/8/4P3/2qr2PP/5RK1 w - - 2 21,h5f7,4,1335,h5f7 f8f7 b7b8 d2d8 b8d8 f7f8 f1f8
VkDOB,r1b1B3/6pp/p1p1Qr2/4p1k1/8/6P1/PPP1q2P/1K3R2 w - - 4 24,h2h4,4,1458,h2h4 g5h6 f1f6 g7g6 f6g6 h7g6 e6g6
623l0,8/5p1p/p2Q2bk/1p4p1/8/7P/P4PPK/4q3 w - - 3 33,d6f8,4,1088,d6f8 h6h5 g2g4 h5h4 f8h6 g6h5 h6h5
yAbVi,5rk1/3Q1ppp/p1q4r/8/2pR4/2P1P3/P5PP/5RK1 w - - 0 27,d7f7,4,1443,d7f7 f8f7 d4d8 c6e8 d8e8 f7f8 f1f8
UKyOn,1r1r1k2/2p2p1p/4p1pP/1pNnQ3/5P2/pP1P4/P1P2q2/1K2R3 w - - 1 26,c5e6,4,2033,c5e6 f7e6 e5g7 f8e8 e1e6 d5e7 g7e7
yGpbg,2R5/p5pk/1b2Np1p/4nP2/r7/7K/5P1P/8 w - - 0 31,e6f8,4,1626,e6f8 h7g8 f8g6 b6d8 c8d8 g8f7 d8f8
0r8T9,4R3/5p2/5bkp/3p1p1N/1r1P4/5N1P/2q2PP1/6K1 w - - 4 31,e8g8,4,1822,e8g8 f6g7 g8g7 g6h5 g2g4 f5g4 h3g4
udRsK,r7/pp6/2p1R2p/4R1p1/8/1P3kP1/r6P/6K1 w - - 0 30,e6f6,4,1574,e6f6 f3g4 e5e4 g4h5 g3g4 h5h4 f6h6
0Ay2s,7r/1pQ2pk1/3p1qp1/4p3/p5n1/P2P2Nr/BP3PP1/R4RK1 b - - 1 26,h3h1,4,1454,h3h1 g3h1 h8h1 g1h1 f6h4 h1g1 h4h2
lwAnQ,3r4/p3R1pk/1p4rp/8/5Q2/5P2/P1q3PP/6RK b - - 7 36,c2g2,4,1684,c2g2 g1g2 d8d1 e7e1 d1e1 g2g1 e1g1
uLk1A,8/p4pbk/1pK3pp/1r1r4/7B/P3P2P/1P2QP2/R5R1 b - - 2 32,b5c5,4,1421,b5c5 c6b7 d5d7 b7b8 g7e5 b8a8 c5c8
ClwpX,3r2r1/ppp2Q2/5Rp1/4nN2/6kP/8/P1P3K1/q7 w - - 1 31,f5e3,4,2061,f5e3 g4h4 f6f4 h4h5 f7h7 h5g5 h7h4
q57qF,NnbR2nr/1p2kpp1/2p4p/p3P3/8/4Bq2/PPP2P1P/2KR4 w - - 0 18,d8e8,4,2638,d8e8 e7e8 a8c7 e8f8 e3c5 g8e7 d1d8
b56XH,2r1k1r1/5pPp/p3bB2/1p2P3/8/n1pR3P/6P1/2R4K w - - 0 30,c1d1,4,2424,c1d1 e6d5 d3d5 c3c2 d5d8 c8d8 d1d8
vdr4i,rnb1r2k/ppp1q1p1/1b4Qp/4Bp2/3PB3/8/PPP3PP/R3K2R w KQ - 0 18,g6h6,4,1794,g6h6 h8g8 e4d5 c8e6 d5e6 e7e6 h6g7
CRYNF,3rr1k1/pp2qp2/2p1bQn1/8/2PP2P1/3BP3/PP6/1K2R2R w - - 1 25,h1h8,4,1914,h1h8 g6h8 d3h7 g8h7 e1h1 h7g8 f6h8
IBrbV,7k/2Q3p1/6qp/4Nb2/8/8/P3r1PP/6RK b - - 4 31,g6g2,4,1429,g6g2 g1g2 e2e1 g2g1 f5e4 e5f3 e4f3
zMTYz,7k/pp1qR2p/2p3p1/5pQ1/2p2P2/5B2/PP1r2PP/6K1 b - - 1 27,d7d4,4,1444,d7d4 g1h1 d2d1 f3d1 d4d1 e7e1 d1e1
rAeyJ,2r2r1k/1p3p1p/1q1bpp2/p7/R2R4/3QP2P/5PP1/6K1 w - - 1 28,d3h7,4,2217,d3h7 h8h7 d4h4 h7g6 a4g4 g6f5 h4h5
HSpb3,6k1/5R2/3B2pP/p7/4b3/6Q1/r1q3P1/7K w - - 3 40,f7f8,4,2187,f7f8 g8h7 f8h8 h7h8 g3e5 h8g8 e5g7
sJghh,r4knr/pp3ppp/1b1p4/1B5q/6b1/2N2n2/PPP3PP/R2QR2K w - - 0 14,d1d6,4,1168,d1d6 g8e7 d6e7 f8g8 e7e8 a8e8 e1e8
hf17q,8/8/5R2/6p1/4Pk1p/5P2/r5PP/5K2 b - - 1 41,f4e3,4,1796,f4e3 g2g3 h4h3 f6b6 a2a1 b6b1 a1b1
Jpf90,8/p3bpkp/1p6/4PQ2/1q3P1B/8/P6P/6K1 w - - 2 36,h4f6,4,2013,h4f6 e7f6 e5f6 g7h8 f5c8 b4f8 c8f8
Q7YHf,rr5k/3n2p1/pq2pbPp/3p4/2pP1P2/P1P1B2R/1P5Q/R2NK3 w Q - 4 24,h3h6,4,1383,h3h6 g7h6 h2h6 h8g8 h6h7 g8f8 h7f7
GsCrr,r1b2rk1/pp3pp1/1qn2b1p/3pN3/3p4/2PB4/PPQ2PPP/RN2R1K1 w - - 0 13,d3h7,4,1790,d3h7 g8h8 e5f7 f8f7 e1e8 f7f8 e8f8
QHXOo,5k2/pp4pp/2p2p2/2q2b2/1r6/1Q4R1/PP5P/3R1K2 w - - 0 29,d1d8,4,1883,d1d8 f8e7 g3g7 e7d8 b3g8 c5f8 g8f8
QElpN,4r2r/1pp3k1/p2p3p/4n3/2B2R2/8/PPP4P/2K1R3 w - - 1 24,e1g1,4,2144,e1g1 g7h7 f4f7 e5f7 c4d3 e8e4 d3e4
s7PG0,1r2kr2/p1R3Q1/4p3/3pP3/8/8/4qPPP/5RK1 b - - 4 31,e2f2,4,1421,e2f2 f1f2 b8b1 c7c1 b1c1 f2f1 c1f1
30e95,6k1/pp3p1p/5npQ/3pr1N1/3q4/5P2/PP5P/K1R5 w - - 0 26,c1c8,4,1224,c1c8 e5e8 c8e8 f6e8 h6h7 g8f8 h7f7
M8G0h,8/pp5k/2p2Q2/4N1p1/1P1P4/2P4P/4bPPK/Bq2r3 b - - 0 31,e1h1,4,1831,e1h1 h2g3 h1h3 g3h3 b1h1 h3g3 h1h4
UvbUK,2kr4/2p3B1/5P2/8/1Q6/KPR5/P7/1q1r4 b - - 4 50,b1a2,4,2369,b1a2 a3a2 d8d2 c3c2 d2c2 a2a3 d1a1
ak5OM,6r1/p1p4k/1p1b1R2/4n1Q1/2Ppb3/3P2Pq/P1P4P/5RK1 w - - 0 27,f6f7,4,1618,f6f7 e5f7 f1f7 h7h8 g5f6 g8g7 f6g7
sMbnn,rn2k1nr/pp3ppp/2p5/4p3/4P1Q1/3P3P/P2BKPP1/7q w kq - 0 14,g4c8,4,1639,g4c8 e8e7 d2b4 c6c5 b4c5 e7f6 c8f5
ZOscH,5rk1/5ppp/p6r/1p2q3/8/P1P2Q2/1P3RPP/3R3K w - - 0 29,f3f7,4,1230,f3f7 f8f7 d1d8 e5e8 d8e8 f7f8 f2f8
gTIDD,r4rk1/pp3p1p/5Qp1/5b2/2BR4/8/PPP2q1P/2KR4 w - - 0 17,c4f7,4,1941,c4f7 f8f7 d4d8 a8d8 d1d8 f7f8 f6f8
a1E7j,3r4/5pkp/p4Np1/4Q1P1/7P/5P2/Pq1r4/4R2K w - - 0 30,f6h5,4,2074,f6h5 g7f8 e5e7 f8g8 e7e8 d8e8 e1e8
GZOar,r1n5/p1P5/4Rp2/1k1p4/1B6/P1Pq2p1/1K6/4R3 w - - 0 43,a3a4,4,1798,a3a4 b5a4 e1a1 a4b5 a1a5 b5c4 a5c5
M9Xic,r1b1k2r/ppp2ppp/8/2bpP3/2B4q/2N2Nn1/PPP4P/R1BQK2R b KQkq - 1 10,c5f2,4,2300,c5f2 e1f2 g3e4 f2e3 h4f2 e3f4 g7g5
M5mgw,5rk1/3R4/6pQ/8/4B3/4P1PP/q4P2/6K1 b - - 0 37,a2f2,4,1194,a2f2 g1h1 f2f1 h1h2 f8f2 e4g2 f1g2
vBHR3,4krr1/pp5Q/1q2p3/3pP3/P7/1P4P1/2RN1RP1/6K1 b - - 0 23,b6f2,4,2304,b6f2 g1h1 f2e1 d2f1 f8f1 h1h2 e1g3
SRYwc,r1b1N3/pp3p1p/n5pk/2b3N1/8/2P5/P3qPPP/R4RK1 w - - 4 18,g5f7,4,1277,g5f7 h6h5 e8f6 h5h4 g2g3 h4h3 f7g5
EWjI4,Q7/1R6/4pk2/8/2p2pp1/2Pn4/1P2r1P1/6K1 b - - 0 38,e2e1,4,1856,e2e1 g1h2 g4g3 h2h3 d3f2 h3h4 e1h1
3QS0V,r5k1/2q3p1/2b1p2p/4P3/1p1PB2N/2p1n3/2Q3PP/5RK1 w - - 1 27,e4h7,4,1599,e4h7 g8h8 h4g6 h8h7 g6f8 h7g8 c2h7
bQQmo,3r1k2/1p2npbQ/p3p1p1/3pP1P1/3p4/P2P1R2/2r1q1PP/5RK1 w - - 3 30,f3f7,4,1807,f3f7 f8e8 f7e7 e8e7 h7g7 e7e8 g7f7
KiRW5,5r2/p3N2k/6pp/2p5/5B2/3B1QPb/Pq5P/4b1K1 w - - 0 26,d3g6,4,2538,d3g6 h7g7 f4h6 g7h6 f3f8 b2g7 f8f4
HH58f,2rr2k1/5pp1/p1q1bn1p/1p2Q3/3RP3/1P3B2/PB3PPP/2R3K1 b - - 2 21,c6c1,4,853,c6c1 b2c1 c8c1 f3d1 c1d1 d4d1 d8d1
0d5kw,2kr4/pp3p2/2p1b3/3p4/8/2NB2q1/PPP2QPr/R4RK1 b - - 5 19,h2h1,4,1641,h2h1 g1h1 d8h8 d3h7 h8h7 h1g1 g3h2
k8ch6,5rk1/R4ppp/4r3/2p5/2q5/P4Q1P/2P3P1/5R1K w - - 1 26,f3f7,4,1489,f3f7 f8f7 a7a8 e6e8 a8e8 f7f8 f1f8
TUsct,5rk1/6pp/pRq5/P1p5/2Pp4/3Pp1PP/8/3QB1K1 b - - 1 32,f8f1,4,1902,f8f1 g1f1 c6h1 f1e2 h1g2 e1f2 g2f2
eE431,3r3k/3p1QpP/p7/5P2/1pB1Pq1P/r7/2PR4/2K4R b - - 5 31,a3a1,4,1747,a3a1 c1b2 f4e5 d2d4 e5d4 c2c3 d4c3
Sj9zH,3Qb3/p4p2/1p4p1/2ppk3/8/P2P3P/1qP2PP1/6K1 w - - 2 28,d8e7,4,2293,d8e7 e5f4 g2g3 f4f5 g3g4 f5f4 e7e3
LXz5a,5rk1/5ppp/3p3P/3Np3/3nP3/5P2/P1qQ2P1/5K2 w - - 1 29,d5e7,4,1435,d5e7 g8h8 h6g7 h8g7 d2g5 g7h8 g5f6
JuVUM,3k1r2/Q4ppp/1R2p3/3p4/P4P2/2rq1P2/5K1P/8 w - - 3 30,b6d6,4,2176,b6d6 d8c8 a7d7 c8b8 d6b6 b8a8 d7b7
ehiUr,r5k1/ppq2p2/2p4r/5Q2/3P1b2/2N2B2/PPP2PP1/R4RK1 b - - 2 19,f4h2,4,1392,f4h2 g1h1 h2g1 f5h5 h6h5 f3h5 c7h2
bqonx,1r3r1k/R5pp/4Q3/8/2p5/8/1q3PPP/5RK1 b - - 0 32,b2f2,4,1345,b2f2 f1f2 b8b1 e6e1 b1e1 f2f1 e1f1
3VaBT,r1r5/5p1k/1q5p/pNbPQNpP/P1p1PnP1/5P2/1P5K/R6R b - - 0 29,c5g1,4,2176,c5g1 h1g1 b6f2 h2h1 f2f3 g1g2 f3g2
PiT36,r4rk1/p1p2ppn/1p1qp2p/4N3/3P3P/3QP1R1/P1P3P1/5RK1 w - - 1 24,g3g7,4,2396,g3g7 g8g7 f1f7 f8f7 d3g6 g7h8 e5f7
Id0Ak,r2q1r1k/1b2b1p1/3pBn1B/pp2n3/2p1P3/P1PP2N1/1P1Q1PPP/R3K2R w KQ - 1 17,h6g7,4,2121,h6g7 h8g7 g3f5 g7h8 d2h6 f6h7 h6g7
CjTAV,r1bq2k1/pp2b1p1/4p1P1/2pp4/3Pnr2/2PB4/PP2QPP1/R3K2R w KQ - 0 17,h1h8,4,1708,h1h8 g8h8 e2h5 h8g8 h5h7 g8f8 h7h8
l6mJy,5r2/pp3p1k/6pp/2p1r3/3p2Q1/3P1R2/P1q4P/5R1K w - - 0 25,f3f7,4,1308,f3f7 f8f7 f1f7 h7h8 g4c8 e5e8 c8e8
4VV1k,2r2rk1/pp4pp/n3p3/3pN2Q/3q4/7B/P1P4P/2K5 w - - 0 21,h3e6,4,1979,h3e6 f8f7 h5f7 g8h8 f7g8 c8g8 e5f7
cIUHf,2r3k1/4qpp1/3bp2p/3p4/3P2P1/2pQB3/2R1RPP1/r4NK1 b - - 3 28,d6h2,4,2242,d6h2 g1h2 e7h4 h2g1 a1f1 g1f1 h4h1
CMRGi,r1b2rk1/ppp2pb1/2q1pB2/4P1Np/3n2Q1/3Bn3/PPP3PP/RN4K1 w - - 0 18,d3h7,4,2055,d3h7 g8h8 f6g7 h8g7 g5e6 g7h8 g4g7
6luo0,5rk1/p2Q3p/4R3/2p5/3p4/3P2PB/PPPq1r2/5RK1 b - - 1 29,f2f1,4,1268,f2f1 h3f1 d2f2 g1h1 f2f1 h1h2 f8f2
r3UNY,3r1rk1/pp2p2p/2p3p1/8/4P1Q1/2b4R/P1P1B1PP/6K1 b - - 0 22,d8d1,4,1979,d8d1 e2d1 c3d4 h3e3 d4e3 g1h1 f8f1
lhclN,8/6kp/R5p1/8/4NPKP/1r6/8/8 b - - 2 47,h7h5,4,1289,h7h5 g4g5 b3b5 e4c5 b5c5 f4f5 c5f5
0kBji,6k1/5pp1/8/1p1pr2p/1P1PN3/8/1q4PP/1BR4K w - - 2 35,c1c8,4,2222,c1c8 e5e8 c8e8 g8h7 e4g5 h7h6 g5f7
pUt27,r1b2k2/pp5R/2nr1pp1/8/4P3/8/PP3PP1/2K4R w - - 2 23,h7h8,4,1095,h7h8 f8e7 h1h7 e7e6 h8e8 c6e7 h7e7
YEgLh,3Q4/p7/1pb2pkp/8/1P1br3/P6P/3R1PP1/6K1 b - - 4 36,e4e1,4,1544,e4e1 g1h2 d4e5 f2f4 e5f4 g2g3 e1h1
Vow18,7B/p7/2k5/1p4P1/3pP3/KPqP4/P1P1Q3/8 b - - 0 30,b5b4,4,2591,b5b4 a3a4 c3b2 a4b4 a7a5 b4a5 b2a3
vwJzp,6k1/3q2r1/p2N4/2QPP3/2P2n1p/P5pP/4b1P1/1B2R2K b - - 0 35,d7h3,4,2228,d7h3 g2h3 e2f3 h1g1 f4h3 g1f1 g3g2
YMpAi,r1b2rk1/7p/pqpbpnB1/3p3Q/5P2/PP2p3/1BP3PP/R3K2R w KQ - 1 17,g6h7,4,2335,g6h7 g8g7 h5g6 g7h8 b2f6 f8f6 g6g8
DwTib,6k1/q5p1/2pQpr1p/1P6/P4r2/8/5PPP/1RR3K1 b - - 0 27,a7f2,4,1237,a7f2 g1h1 f2f1 c1f1 f4f1 b1f1 f6f1
MFTv7,r1b2r2/p1b3kp/1pP1p3/5p1p/2pq1P1Q/3B1R2/P1P3PP/R6K w - - 0 22,h4e7,4,2285,h4e7 f8f7 f3g3 g7h8 e7e8 f7f8 e8f8
nRb29,6rk/pp1R1p1p/4pP1Q/6pP/2r5/5q2/3R4/6K1 w - - 0 42,h6g7,4,1900,h6g7 g8g7 d7d8 g7g8 d8g8 h8g8 d2d8
gW30S,5rrk/pp2pQnp/2nq1ppB/8/P6N/2P4P/5PP1/4R1K1 w - - 7 26,h6g7,4,1838,h6g7 g8g7 f7f8 g7g8 h4g6 h7g6 f8h6
NaUOO,6k1/pR3ppp/2p1r3/8/3B4/P2nPP2/3r1P1P/5RK1 b - - 0 28,e6g6,4,1530,e6g6 g1h1 d3f2 f1f2 d2d1 f2f1 d1f1
NsDmQ,3r2k1/6p1/3qpp1p/7P/3pQ3/3B2P1/7K/8 w - - 2 41,e4h7,4,1409,e4h7 g8f7 d3g6 f7f8 h7h8 f8e7 h8g7
yiLF4,r4rk1/2p2pp1/p3p3/1p2P2N/5R2/2P2R1P/1P2b1P1/6K1 w - - 7 29,h5f6,4,1307,h5f6 g7f6 f3g3 g8h7 f4h4 e2h5 h4h5
lUzRZ,r1b2r1k/ppp1Nppp/5n2/3QN3/5P2/6K1/PPqP3P/n1B2R2 w - - 3 18,e5f7,4,1910,e5f7 f8f7 d5d8 f6e8 d8e8 f7f8 e8f8
tbp3h,2r2rk1/p4pbp/1p1Nb1p1/8/1Pn2BPP/5P2/P1P5/2KR1B1R b - - 2 21,g7b2,4,2060,g7b2 c1b1 c4a3 b1b2 c8c2 b2a1 c2a2
Qs3Zp,8/kpr1b3/p2p1p1p/N1pPp2P/Q1P1P3/1R2R3/PP3rq1/4K3 w - - 0 35,b3b7,4,1739,b3b7 c7b7 a5c6 a7a8 a4a6 b7a7 a6a7
1Y7Rb,5r2/pN4p1/3Q3k/8/1p1P2q1/7p/PP4PP/5R1K b - - 0 29,h6h7,4,2020,h6h7 f1g1 h3g2 g1g2 f8f1 g2g1 f1g1
KOi5B,1R4R1/5p1k/4b3/4P2p/7P/2p1bK2/r7/8 w - - 0 48,g8h8,4,1324,g8h8 h7g6 b8g8 g6f5 h8h5 e3g5 h5g5
M6ylY,2r3k1/1p3pp1/7p/Q2R4/P2R4/2r4P/1q4PK/8 w - - 0 35,d5d8,4,1191,d5d8 c8d8 d4d8 g8h7 a5f5 g7g6 f5f7
Fr8oO,8/P5R1/6p1/8/5Pk1/r5Pp/7P/6K1 b - - 2 40,g4f3,4,1635,g4f3 a7a8q a3a8 g7b7 a8a1 b7b1 a1b1
xQbnS,2r3k1/4B1b1/1q2P1Q1/p2R4/Pp2nP2/8/P5PP/5R1K b - - 6 34,e4f2,4,1817,e4f2 f1f2 c8c1 d5d1 c1d1 f2f1 d1f1
8HoYq,5rk1/4b2p/p3P1p1/2pqBp2/1p3P2/3PR2Q/r5PP/5R1K w - - 0 27,h3h7,4,1755,h3h7 g8h7 e3h3 e7h4 h3h4 h7g8 h4h8
LNGdn,1b2r3/8/R6p/2pN1kp1/2P5/2Bp2P1/2r2P1P/6K1 w - - 1 35,a6f6,4,2199,a6f6 f5g4 f2f3 g4h5 g3g4 h5h4 f6h6
ZTxdZ,r4bk1/5np1/3p4/q2Np3/6Q1/8/PPP2PP1/1K1R4 w - - 3 27,d5f6,4,1683,d5f6 g8h8 d1h1 f7h6 h1h6 g7h6 g4g8
IiOzI,7k/2R4p/5rp1/p3P1P1/2B2PK1/6P1/3q4/7q w - - 0 43,c7c8,4,1620,c7c8 d2d8 c8d8 f6f8 d8f8 h8g7 f8g8
ij5sq,1k4r1/1p1bq3/1Pp1p3/Q3P2p/P1B1p1rP/6P1/5P1K/R4R2 b - - 0 28,e7h4,4,2205,e7h4 h2g1 g4g3 f2g3 h4g3 g1h1 g3h4
XVJQW,5rk1/3Q3p/p1r1pqp1/1p6/8/P7/1P3PPP/RN3RK1 b - - 0 22,f6f2,4,1403,f6f2 f1f2 c6c1 d7d1 c1d1 f2f1 d1f1
